"","Date","Open","High","Low","Close","Adjusted_close","Volume"
"429","2017-11-23",205.2,205.79,205.2,205.59,205.59,290
"430","2017-11-22",207.085,207.085,206.475,206.475,206.475,9
"431","2017-11-21",206.125,207.89,206.125,207.505,207.505,750
"432","2017-11-20",204.995,206.085,204.995,206.085,206.085,0
"433","2017-11-17",205.385,205.385,205,205.14,205.14,3
"434","2017-11-16",204.64,205.645,204.64,205.645,205.645,0
"435","2017-11-15",203.53,204.12,203.53,204.12,204.12,0
"436","2017-11-14",206.935,206.935,205.005,205.005,205.005,13
"437","2017-11-13",207.705,207.705,207.445,207.445,207.445,5
"438","2017-11-10",207.96,207.96,207.02,207.02,207.02,0
"439","2017-11-09",209.07,209.07,207.655,207.655,207.655,500
"440","2017-11-08",209.01,209.02,209.01,209.02,209.02,0
"441","2017-11-07",209.485,209.65,209.485,209.65,209.65,0
"442","2017-11-06",208.225,209.205,208.225,209.205,209.205,0
"443","2017-11-03",207.425,208.44,207.425,208.44,208.44,3
"444","2017-11-02",207.11,207.11,206.865,206.865,206.865,500
"445","2017-11-01",NA,NA,NA,NA,0,NA
"446","2017-10-31",206.935,207.01,206.935,207,207,669
"447","2017-10-30",207.395,207.395,206.87,206.87,206.87,3050
"448","2017-10-27",206.67,208.37,206.67,208.37,208.37,1000
"449","2017-10-26",202.59,205.115,202.59,205.115,205.115,0
"450","2017-10-25",204.045,204.045,202.425,202.425,202.425,0
"451","2017-10-24",204.49,204.565,204.39,204.39,204.39,660
"452","2017-10-23",204.99,205.22,204.99,205.15,205.15,460
"453","2017-10-20",203.44,204.185,203.44,204.185,204.185,450
"454","2017-10-19",202.705,202.705,201.915,201.915,201.915,0
"455","2017-10-18",203.79,203.79,203.62,203.62,203.62,0
"456","2017-10-17",203.575,203.575,203.2,203.405,203.405,627
"457","2017-10-16",202.845,202.845,202.495,202.495,202.495,0
"458","2017-10-13",201.755,202.185,201.755,201.975,201.975,800
"459","2017-10-12",201.3,201.845,201.3,201.845,201.845,0
"460","2017-10-11",201.85,201.85,201.56,201.56,201.56,754
"461","2017-10-10",202.52,202.615,201.96,201.96,201.96,12
"462","2017-10-09",203.535,203.535,203.125,203.125,203.125,0
"463","2017-10-06",203.99,204,203,203.125,203.125,75
"464","2017-10-05",201.735,203.36,201.735,203.36,203.36,0
"465","2017-10-04",201.785,201.825,201.785,201.825,201.825,0
"466","2017-10-03",201.98,201.98,201.305,201.305,201.305,18
"467","2017-10-02",200.45,201.215,200.45,201.215,201.215,0
"468","2017-09-29",199.005,199.13,199,199.13,199.13,5
"469","2017-09-28",199.675,199.675,198.985,198.985,198.985,20
"470","2017-09-27",199.075,200,199.02,199.02,199.02,32
"471","2017-09-26",197.335,198.52,197.335,198.52,198.52,0
"472","2017-09-25",196.3,196.81,196.3,196.81,196.81,14
"473","2017-09-22",195.325,195.325,195.08,195.315,195.315,206
"474","2017-09-21",197.165,197.165,196.29,196.295,196.295,2428
"475","2017-09-20",195.385,195.535,195.385,195.535,195.535,0
"476","2017-09-19",195.16,195.9,195.16,195.9,195.9,240
"477","2017-09-18",196.27,196.27,196.185,196.185,196.185,0
"478","2017-09-15",195.625,195.625,195.14,195.285,195.285,12
"479","2017-09-14",196.26,196.51,196.26,196.51,196.51,0
"480","2017-09-13",194.76,196.195,194.76,196.195,196.195,0
"481","2017-09-12",194.34,194.86,194.34,194.735,194.735,500
"482","2017-09-11",192.83,193.79,192.83,193.79,193.79,0
"483","2017-09-08",190.61,191.505,190.61,191.505,191.505,0
"484","2017-09-07",192.905,192.905,191.435,191.435,191.435,6250
"485","2017-09-06",192.885,192.885,192.645,192.645,192.645,0
"486","2017-09-05",193.875,193.875,193.235,193.235,193.235,0
"487","2017-09-04",193.67,193.67,193.615,193.615,193.615,0
"488","2017-09-01",194.63,194.88,194.63,194.88,194.88,0
"489","2017-08-31",193.21,194.05,193.21,193.915,193.915,6952
"490","2017-08-30",191.515,192.205,191.515,192.205,192.205,0
"491","2017-08-29",188.78,189.385,188.78,189.385,189.385,0
"492","2017-08-28",190.9,191.34,190.745,190.745,190.745,3
"493","2017-08-25",193.76,193.76,192.13,192.13,192.13,20
"494","2017-08-24",193.495,193.495,192.78,192.78,192.78,0
"495","2017-08-23",194.63,194.63,193.51,193.51,193.51,0
"496","2017-08-22",193.055,194.035,193.055,194.035,194.035,0
"497","2017-08-21",192.85,192.85,191.47,191.725,191.725,2945
"498","2017-08-18",193.085,193.505,193.085,193.505,193.505,0
"499","2017-08-17",195.73,195.73,195.08,195.08,195.08,0
"500","2017-08-16",196.385,197.105,196.385,197.105,197.105,0
"501","2017-08-15",196.425,197.16,196.245,196.245,196.245,3125
"502","2017-08-14",193.215,195.395,193.215,195.395,195.395,0
"503","2017-08-11",193.435,193.435,193.165,193.165,193.165,0
"504","2017-08-10",196.405,196.405,194.87,194.87,194.87,1627
"505","2017-08-09",195.97,196.045,195.97,196.045,196.045,0
"506","2017-08-08",195.795,197.62,195.795,197.62,197.62,0
"507","2017-08-07",196.31,196.31,195.945,195.945,195.945,239
"508","2017-08-04",194.125,196.56,194.125,196.56,196.56,0
"509","2017-08-03",194.515,194.515,194.045,194.045,194.045,0
"510","2017-08-02",195.165,195.165,194.01,194.205,194.205,3125
"511","2017-08-01",195.605,195.605,195.46,195.46,195.46,0
"512","2017-07-31",196.585,196.585,195.56,195.56,195.56,0
"513","2017-07-28",196.62,196.62,195.795,195.795,195.795,0
"514","2017-07-27",197.405,198.47,197.405,198.47,198.47,0
"515","2017-07-26",198.51,198.71,198.51,198.71,198.71,0
"516","2017-07-25",197.66,198.52,197.66,198.52,198.52,0
"517","2017-07-24",197.68,197.68,197.68,197.68,197.68,0
"518","2017-07-21",NA,NA,NA,NA,0,NA
"519","2017-07-20",198.85,198.85,197.845,197.845,197.845,1000
"520","2017-07-19",NA,NA,NA,NA,0,NA
"521","2017-07-18",NA,NA,NA,NA,0,NA
"522","2017-07-17",200.03,200.125,200.03,200.125,200.125,3
"523","2017-07-14",199.695,199.695,199.46,199.46,199.46,0
"524","2017-07-13",199.08,200.295,199.08,200.295,200.295,0
"525","2017-07-12",197.425,199.44,197.425,199.44,199.44,0
"526","2017-07-11",198.76,198.76,197.335,197.335,197.335,0
"527","2017-07-10",198.535,198.675,198.535,198.675,198.675,0
"528","2017-07-07",197.025,198.215,197.025,198.215,198.215,0
"529","2017-07-06",199.55,199.55,197.845,197.845,197.845,0
"530","2017-07-05",199.225,199.87,199.225,199.76,199.76,2
"531","2017-07-04",199.035,199.6,199.035,199.6,199.6,0
"532","2017-07-03",198.55,200.035,198.55,200.035,200.035,0
"533","2017-06-30",197.555,198.27,197.555,197.935,197.935,5
"534","2017-06-29",199.635,199.635,197.67,197.67,197.67,0
"535","2017-06-28",198.69,199.985,198.69,199.985,199.985,0
"536","2017-06-27",202.855,202.855,201.14,201.14,201.14,0
"537","2017-06-26",203.35,203.35,202.925,202.925,202.925,0
"538","2017-06-23",203.28,203.28,202.935,202.935,202.935,0
"539","2017-06-22",202.99,203.82,202.99,203.82,203.82,0
"540","2017-06-21",203.795,203.795,203.635,203.635,203.635,0
"541","2017-06-20",204.835,204.835,204.73,204.73,204.73,0
"542","2017-06-19",203.08,204.33,203.08,204.33,204.33,0
"543","2017-06-16",203.665,203.665,202.025,202.025,202.025,0
"544","2017-06-15",202.08,202.955,202.08,202.955,202.955,0
"545","2017-06-14",202.59,202.59,201.305,201.305,201.305,384
"546","2017-06-13",202.355,202.355,202.33,202.33,202.33,0
"547","2017-06-12",201.71,201.72,201.71,201.72,201.72,0
"548","2017-06-09",202.76,203.68,202.76,203.54,203.54,360
"549","2017-06-08",201.53,202.045,201.53,202.045,202.045,0
"550","2017-06-07",200.89,201.215,200.89,201.215,201.215,0
"551","2017-06-06",200.935,201.155,200.935,201.035,201.035,290
"552","2017-06-05",201.555,201.67,201.555,201.67,201.67,0
"553","2017-06-02",202.215,202.215,201.095,201.095,201.095,0
"554","2017-06-01",199.915,200.69,199.915,200.69,200.69,0
"555","2017-05-31",200.925,200.925,199.31,199.31,199.31,0
"556","2017-05-30",201.785,201.785,200.435,200.75,200.75,1500
"557","2017-05-29",201.4,201.4,201.24,201.24,201.24,0
"558","2017-05-26",200.39,201.155,200.39,201.155,201.155,0
"559","2017-05-25",199.91,200.375,199.91,200.375,200.375,0
"560","2017-05-24",NA,NA,NA,NA,0,NA
"561","2017-05-23",198.145,198.625,198.145,198.625,198.625,0
"562","2017-05-22",198.395,198.395,197.66,198.02,198.02,2825
"563","2017-05-19",197.79,198.075,197.79,198.075,198.075,0
"564","2017-05-18",197.725,197.945,197.12,197.945,197.945,150
"565","2017-05-17",199.61,199.61,197.77,198.055,198.055,341
"566","2017-05-16",202.725,202.725,201.56,201.56,201.56,0
"567","2017-05-15",203.695,203.695,203.59,203.59,203.59,0
"568","2017-05-12",204.595,204.595,203.565,203.565,203.565,9
"569","2017-05-11",204.865,204.865,204.285,204.285,204.285,0
"570","2017-05-10",204.345,205.16,204.345,205.16,205.16,75
"571","2017-05-09",204.475,205,204.475,205,205,0
"572","2017-05-08",203.095,204.015,203.095,204.015,204.015,0
"573","2017-05-05",202.15,202.325,202.15,202.3,202.3,79
"574","2017-05-04",204.15,204.15,203.025,203.025,203.025,325
"575","2017-05-03",203.275,203.275,203.095,203.095,203.095,0
"576","2017-05-02",203.935,203.935,203.73,203.73,203.73,315
"577","2017-04-28",204.075,204.075,203.52,203.52,203.52,210
"578","2017-04-27",203.32,204.205,203.32,204.205,204.205,0
"579","2017-04-26",203.165,205.01,203.165,205.01,205.01,130
"580","2017-04-25",203.135,203.135,203.04,203.04,203.04,0
"581","2017-04-24",203.665,203.665,202.975,202.975,202.975,48
"582","2017-04-21",204.51,204.67,204.435,204.435,204.435,390
"583","2017-04-20",202.59,202.845,202.21,202.845,202.845,6653
"584","2017-04-19",203.325,203.995,203.325,203.995,203.995,49
"585","2017-04-18",204.905,204.905,203.28,203.28,203.28,0
"586","2017-04-13",204.61,205.21,204.43,205.21,205.21,18
"587","2017-04-12",206.16,206.44,205.425,205.425,205.425,17
"588","2017-04-11",206.595,206.595,204.64,204.81,204.81,1325
"589","2017-04-10",207,207.05,206.6,206.6,206.6,14
"590","2017-04-07",205.265,206.27,205.265,206.27,206.27,793
"591","2017-04-06",204.405,205.895,204.405,205.895,205.895,793
"592","2017-04-05",205.07,206.68,205.07,206.68,206.68,513
"593","2017-04-04",205.18,205.385,205.18,205.385,205.385,513
"594","2017-04-03",205.92,205.92,204.885,204.885,204.885,513
"595","2017-03-31",205.47,205.81,205.47,205.81,205.81,513
"596","2017-03-30",204.07,205.22,204.07,205.22,205.22,422
"597","2017-03-29",202.83,203.64,202.83,203.64,203.64,422
"598","2017-03-28",200.665,201.11,200.665,201.11,201.11,422
"599","2017-03-27",198.8,199.515,198.8,199.515,199.515,422
"600","2017-03-24",NA,NA,NA,NA,0,NA
"601","2017-03-23",202.025,203.075,202.025,203.075,203.075,89
"602","2017-03-22",201.58,201.66,201.58,201.66,201.66,89
"603","2017-03-21",204.815,204.815,202.35,202.35,202.35,56
"604","2017-03-20",204.865,205.58,204.865,205.425,205.425,56
"605","2017-03-17",205.485,205.83,205.485,205.83,205.83,12
"606","2017-03-16",207.025,207.025,205.96,205.96,205.96,12
"607","2017-03-15",206.88,207.46,206.88,207.46,207.46,4
"608","2017-03-14",207.03,207.03,206.085,206.085,206.085,4
"609","2017-03-13",206.09,206.27,206.09,206.27,206.27,4
"610","2017-03-10",207.705,207.705,206.235,206.235,206.235,11
"611","2017-03-09",208.09,208.09,207.48,207.48,207.48,11
"612","2017-03-08",207.72,208.345,207.72,208.345,208.345,11
"613","2017-03-07",207.77,207.77,207.765,207.765,207.765,7
"614","2017-03-06",207.54,207.64,207.54,207.64,207.64,7
"615","2017-03-03",209.56,209.56,209.06,209.06,209.06,7
"616","2017-03-02",210.54,210.57,210.19,210.19,210.19,919
"617","2017-03-01",208.855,210.26,208.855,210.26,210.26,124
"618","2017-02-28",207.6,207.6,206.73,206.905,206.905,124
"619","2017-02-27",207.75,207.75,206.82,206.82,206.82,145
"620","2017-02-24",206.72,206.775,206.72,206.775,206.775,145
"621","2017-02-23",207.66,207.66,207.02,207.02,207.02,145
"622","2017-02-22",208.84,208.84,207.99,207.99,207.99,145
"623","2017-02-21",206.375,207.7,206.375,207.7,207.7,145
"624","2017-02-20",205.8,205.8,205.8,205.8,205.8,145
"625","2017-02-17",204.255,204.6,204.255,204.56,204.56,145
"626","2017-02-16",205.51,205.51,203.43,203.885,203.885,154
"627","2017-02-15",205.325,206,205.325,205.345,205.345,125
"628","2017-02-14",203.46,204.295,203.27,204.195,204.195,684
"629","2017-02-13",202.26,203.53,202.08,203.53,203.53,227
"630","2017-02-10",201.505,201.505,201.485,201.485,201.485,2
"631","2017-02-09",199.14,200.855,199.14,200.855,200.855,55
"632","2017-02-08",199.8,199.8,198.68,198.68,198.68,2
"633","2017-02-07",198.81,199.45,198.81,199.045,199.045,67
"634","2017-02-06",197.84,198.08,197.84,198.08,198.08,2
"635","2017-02-03",196.56,197.6,196.56,197.31,197.31,200
"636","2017-02-02",194.865,195.92,194.865,195.63,195.63,168
"637","2017-02-01",196.28,196.28,196.195,196.195,196.195,2
"638","2017-01-31",196.645,196.645,194.62,194.62,194.62,2
"639","2017-01-30",198.23,198.23,196.745,196.745,196.745,4312
"640","2017-01-27",199.56,199.56,198.715,198.715,198.715,2
"641","2017-01-26",198.695,199.615,198.695,199.615,199.615,2
"642","2017-01-25",197.23,198.14,197.23,197.79,197.79,195
"643","2017-01-24",195.345,195.725,195.345,195.725,195.725,20
"644","2017-01-23",195.135,195.43,194.995,194.995,194.995,362
"645","2017-01-20",196.715,197.6,196.715,197.31,197.31,113
"646","2017-01-19",197.585,197.63,197.48,197.63,197.63,20
"647","2017-01-18",196.93,196.93,196.675,196.675,196.675,2
"648","2017-01-17",197.08,197.08,196.085,196.085,196.085,12
"649","2017-01-16",198.155,198.41,198.155,198.385,198.385,300
"650","2017-01-13",197.66,198.545,197.66,198.545,198.545,2
"651","2017-01-12",197.44,197.44,196.075,196.075,196.075,2
"652","2017-01-11",198.89,199.585,198.89,199.585,199.585,2
"653","2017-01-10",198.415,199.065,198.415,199.065,199.065,510
"654","2017-01-09",200.225,200.225,198.96,198.96,198.96,190
"655","2017-01-06",198.215,199.37,198.215,199.37,199.37,435
"656","2017-01-05",198.635,198.635,197.62,197.68,197.68,10
"657","2017-01-04",200.53,200.53,199.85,200.14,200.14,175
"658","2017-01-03",199.22,201.85,199.22,199.765,199.765,175
"659","2017-01-02",199.16,199.5,199.16,199.17,199.17,108
"660","2016-12-30",198.41,198.41,196.54,196.735,196.735,137
"661","2016-12-29",199.11,199.11,198.255,198.255,198.255,26
"662","2016-12-28",200.525,201.125,200.525,201.125,201.125,2
"663","2016-12-27",200.21,200.615,200.21,200.615,200.615,2
"664","2016-12-23",200.445,200.445,199.87,199.87,199.87,2
"665","2016-12-22",200.165,200.165,199.56,199.56,199.56,18
"666","2016-12-21",201.59,201.59,200.995,200.995,200.995,2
"667","2016-12-20",201.46,202.15,201.46,201.995,201.995,260
"668","2016-12-19",199.94,200.77,199.94,200.145,200.145,413
"669","2016-12-16",200.31,200.48,200.005,200.005,200.005,1125
"670","2016-12-15",198.91,201.525,198.91,201.525,201.525,90
"671","2016-12-14",197.07,197.07,196.51,196.51,196.51,164
"672","2016-12-13",196.135,196.85,196.135,196.805,196.805,25
"673","2016-12-12",197.69,197.69,196.8,196.995,196.995,25
"674","2016-12-09",195.71,197.34,195.49,197.34,197.34,544
"675","2016-12-08",192.24,195.155,192.24,195.155,195.155,2
"676","2016-12-07",190.865,190.865,190.22,190.35,190.35,366
"677","2016-12-06",189.115,189.77,189.115,189.77,189.77,13
"678","2016-12-05",191.36,191.36,189.8,190.055,190.055,157
"679","2016-12-02",189.545,190.18,189.545,190.065,190.065,373
"680","2016-12-01",191.285,191.86,191.095,191.095,191.095,2260
"681","2016-11-30",192.07,193.12,192.07,193.12,193.12,1501
"682","2016-11-29",191.98,192.5,191.98,192.425,192.425,8
"683","2016-11-28",191.37,192.8,191,192.52,192.52,93
"684","2016-11-25",192.625,192.8,192.625,192.7,192.7,30
"685","2016-11-24",NA,NA,NA,NA,0,NA
"686","2016-11-23",191.73,192.385,191.73,192.385,192.385,52
"687","2016-11-22",191.94,191.94,191.07,191.07,191.07,50
"688","2016-11-21",190.04,190.98,190.04,190.98,190.98,68
"689","2016-11-18",190.575,190.575,190.02,190.515,190.515,52
"690","2016-11-17",187.755,189.24,187.47,189.24,189.24,4000
"691","2016-11-16",188.18,188.255,187.8,188.255,188.255,72
"692","2016-11-15",185.985,186.81,185.985,186.81,186.81,2
"693","2016-11-14",186.26,186.26,185.99,186.045,186.045,4
"694","2016-11-11",183.92,183.92,183.06,183.475,183.475,277
"695","2016-11-10",183.675,184.65,183.49,183.49,183.49,5915
"696","2016-11-09",172.665,181.96,172.665,181.96,181.96,4558
"697","2016-11-08",177.96,178.87,177.65,178.87,178.87,230
"698","2016-11-07",176.435,177.815,176.435,177.815,177.815,2
"699","2016-11-04",173.755,174.09,173.755,174.09,174.09,2
"700","2016-11-03",173.875,174.195,173.875,174.195,174.195,2
"701","2016-11-02",175.37,175.37,174.71,174.71,174.71,58
"702","2016-11-01",179.325,179.325,176.62,176.62,176.62,247
"703","2016-10-31",179.62,179.62,179.24,179.49,179.49,57
"704","2016-10-28",179.83,180.505,179.83,180.505,180.505,2
"705","2016-10-27",181.06,181.06,180.675,180.675,180.675,69
"706","2016-10-26",181.16,181.345,181.16,181.345,181.345,2
"707","2016-10-25",182.725,182.725,181.96,181.96,181.96,69
"708","2016-10-24",182.155,182.45,182.155,182.45,182.45,13
"709","2016-10-21",181.065,181.465,181.065,181.465,181.465,57
"710","2016-10-20",180.625,180.625,180.37,180.555,180.555,57
"711","2016-10-19",179.58,180.58,179.58,180.58,180.58,2
"712","2016-10-18",NA,NA,NA,NA,0,NA
"713","2016-10-17",NA,NA,NA,NA,0,NA
"714","2016-10-14",178.665,179.53,178.665,179.53,179.53,8
"715","2016-10-13",178.14,178.34,177.06,177.78,177.78,1596
"716","2016-10-12",178.805,179.42,178.805,179.42,179.42,300
"717","2016-10-11",179.365,179.76,178.68,178.68,178.68,5
"718","2016-10-10",178.355,179.435,178.355,179.435,179.435,57
"719","2016-10-07",179.18,179.18,178.095,178.095,178.095,2
"720","2016-10-06",178.265,178.44,178.07,178.07,178.07,57
"721","2016-10-05",176.87,178.07,176.87,178.07,178.07,2
"722","2016-10-04",178.81,178.81,178.765,178.765,178.765,2
"723","2016-10-03",178.15,178.15,177.78,177.78,177.78,102
"724","2016-09-30",176.98,178.22,176.98,178.22,178.22,2
"725","2016-09-29",178.74,178.74,177.97,177.97,177.97,2
"726","2016-09-28",178.31,178.31,177.56,177.56,177.56,57
"727","2016-09-27",177.315,177.655,176.49,177.655,177.655,57
"728","2016-09-26",177.81,177.81,177.81,177.81,177.81,1
"729","2016-09-23",179.1,179.1,178.67,178.67,178.67,54
"730","2016-09-22",177.635,178.69,177.635,178.69,178.69,57
"731","2016-09-21",178.155,178.22,177.58,177.58,177.58,1505
"732","2016-09-20",176.73,177.47,176.73,177.195,177.195,14
"733","2016-09-19",177.51,177.51,177.49,177.49,177.49,2
"734","2016-09-16",175.81,176.405,175.81,176.405,176.405,2
"735","2016-09-15",174.27,175.975,174.27,175.975,175.975,2
"736","2016-09-14",175.32,175.5,174.52,174.52,174.52,57
"737","2016-09-13",176.455,176.455,174.32,174.32,174.32,2
"738","2016-09-12",173.045,175.53,172.415,175.53,175.53,7
"739","2016-09-09",178.035,178.035,177.21,177.21,177.21,2
"740","2016-09-08",179.195,179.195,178.69,178.69,178.69,2
"741","2016-09-07",179.195,179.195,178.99,178.99,178.99,2
"742","2016-09-06",180.305,180.305,178.955,178.955,178.955,2
"743","2016-09-05",180.08,180.31,180.08,180.145,180.145,6
"744","2016-09-02",178.68,180.005,178.68,180.005,180.005,2
"745","2016-09-01",180.02,180.02,177.935,177.935,177.935,2
"746","2016-08-31",179.87,179.87,179.145,179.145,179.145,2
"747","2016-08-30",179.875,179.875,179.725,179.725,179.725,2
"748","2016-08-29",178.42,179.735,178.42,179.735,179.735,2
"749","2016-08-26",177.535,178.65,177.535,178.65,178.65,2
"750","2016-08-25",177.84,177.85,177.84,177.85,177.85,2
"751","2016-08-24",178.105,178.655,178.105,178.655,178.655,2
"752","2016-08-23",177.46,178.185,177.46,178.185,178.185,154
"753","2016-08-22",177.915,177.915,177.18,177.18,177.18,2
"754","2016-08-19",177.29,177.39,177.29,177.39,177.39,2
"755","2016-08-18",177.625,177.625,177.535,177.535,177.535,2
"756","2016-08-17",178.42,178.42,177.28,177.28,177.28,2
"757","2016-08-16",179.035,179.035,178.135,178.135,178.135,2
"758","2016-08-15",180.18,180.345,180.18,180.345,180.345,2
"759","2016-08-12",180.58,180.58,180.04,180.04,180.04,2
"760","2016-08-11",179.785,180.205,179.785,180.205,180.205,2
"761","2016-08-10",180.095,180.095,179.205,179.205,179.205,2
"762","2016-08-09",181.025,181.065,181.025,181.065,181.065,2
"763","2016-08-08",181.055,181.23,181.055,181.23,181.23,2
"764","2016-08-05",179.11,181.24,179.11,181.24,181.24,2
"765","2016-08-04",178.765,178.93,178.765,178.93,178.93,2
"766","2016-08-03",176.885,177.74,176.885,177.74,177.74,2
"767","2016-08-02",178.7,178.7,176.42,176.42,176.42,2
"768","2016-08-01",179.635,179.635,179.07,179.07,179.07,2
"769","2016-07-29",179.44,179.44,178.91,178.91,178.91,2
"770","2016-07-28",179.77,179.77,179.1,179.1,179.1,2
"771","2016-07-27",181.83,181.83,181.16,181.16,181.16,7
"772","2016-07-26",181.16,181.16,181.03,181.03,181.03,2
"773","2016-07-25",182,182,181.25,181.25,181.25,3
"774","2016-07-22",180.475,181.68,180.475,181.68,181.68,2
"775","2016-07-21",181.11,181.37,181.11,181.37,181.37,2
"776","2016-07-20",181.22,181.57,181.22,181.57,181.57,2
"777","2016-07-19",179.47,180.44,179.31,180.44,180.44,950
"778","2016-07-18",179.965,179.965,179.51,179.51,179.51,2
"779","2016-07-15",178.16,179.38,178.16,179.38,179.38,112
"780","2016-07-14",179.005,179.3,179.005,179.01,179.01,54
"781","2016-07-13",178.765,178.765,177.64,177.64,177.64,2
"782","2016-07-12",177.315,178.705,177.315,178.705,178.705,19
"783","2016-07-11",177.74,178.125,177.74,178.125,178.125,2
"784","2016-07-08",174.24,176.66,174.24,176.66,176.66,1314
"785","2016-07-07",174.09,174.44,174.05,174.295,174.295,15250
"786","2016-07-06",172.81,173.39,172.81,172.98,172.98,1250
"787","2016-07-05",173.06,173.06,172.78,172.78,172.78,2
"788","2016-07-04",174.105,174.105,173.37,173.37,173.37,11
"789","2016-07-01",NA,NA,NA,NA,0,NA
"790","2016-06-30",171.03,172.095,171.03,172.095,172.095,2
"791","2016-06-29",169.495,170.505,169.495,170.505,170.505,2
"792","2016-06-28",167.035,167.655,167.035,167.655,167.655,2
"793","2016-06-27",168.455,168.565,166.875,166.875,166.875,1300
"794","2016-06-24",168.415,170,168.415,169.795,169.795,1270
"795","2016-06-23",169.58,170.045,169.58,170.045,170.045,5
"796","2016-06-22",170.385,170.395,170.385,170.395,170.395,2
"797","2016-06-21",169.02,170.03,169.02,170.03,170.03,2
"798","2016-06-20",169.235,170.095,169.235,170.095,170.095,2500
"799","2016-06-17",169.605,169.605,168.44,168.44,168.44,2
"800","2016-06-16",167.78,169.695,167.78,169.695,169.695,2
"801","2016-06-15",169.73,169.73,169.685,169.685,169.685,2
"802","2016-06-14",169.35,169.35,169.27,169.27,169.27,2
"803","2016-06-13",170.26,170.54,169.805,169.805,169.805,8000
"804","2016-06-10",171.21,171.21,170.955,170.955,170.955,3
"805","2016-06-09",170.075,170.85,170.075,170.85,170.85,73
"806","2016-06-08",170.275,170.71,170.275,170.31,170.31,136
"807","2016-06-07",170.59,171.16,170.59,171.16,171.16,115
"808","2016-06-06",169.835,170.27,169.835,170.27,170.27,2
"809","2016-06-03",NA,NA,NA,NA,0,NA
"810","2016-06-02",171.585,172.195,171.585,172.195,172.195,2
"811","2016-06-01",172.565,172.565,171.725,171.725,171.725,2
"812","2016-05-31",173.06,173.06,172.535,172.535,172.535,2
"813","2016-05-30",173.365,173.365,173.14,173.14,173.14,2
"814","2016-05-27",171.32,172.6,171.32,172.6,172.6,2
"815","2016-05-26",171.47,171.47,171.28,171.28,171.28,2
"816","2016-05-25",171.06,171.84,171.06,171.61,171.61,4
"817","2016-05-24",167.25,170.405,167.25,170.405,170.405,2
"818","2016-05-23",167.51,168.1,167.51,167.735,167.735,18
"819","41436",NA,NA,NA,NA,NA,NA
