Name,Type,Asset,ID,Lots,Open,Close,Entry,Exit,Profit,Roll,ExitType
H4,Long,USD/JPY,1193287,1,2008-12-22 10:00,2008-12-30 11:00,89.6490,90.1020,3.32,0.00,Reverse
H1,Short,EUR/USD,1203315,1,2008-12-30 04:00,2008-12-30 18:00,1.41162,1.41145,0.17,0.00,Reverse
H1,Long,USD/JPY,1203616,1,2008-12-30 07:00,2008-12-30 19:00,90.3320,90.2960,-0.26,0.00,Reverse
H1,Short,USD/JPY,1204819,1,2008-12-30 19:00,2008-12-30 22:00,90.2960,90.3410,-0.33,0.00,Reverse
H1,Short,SPX500,1202413,1,2008-12-29 19:00,2008-12-31 00:00,868.47,889.70,-18.49,0.00,Reverse
H1,Long,USD/JPY,1205120,1,2008-12-30 22:00,2008-12-31 01:00,90.3410,90.3420,0.01,0.00,Reverse
H1,Short,USD/JPY,1205422,1,2008-12-31 01:00,2008-12-31 09:00,90.3420,90.3330,0.07,0.00,Reverse
H1,Long,EUR/USD,1204718,1,2008-12-30 18:00,2008-12-31 10:00,1.41145,1.40927,-2.18,0.00,Reverse
H1,Short,EUR/USD,1206324,1,2008-12-31 10:00,2008-12-31 14:00,1.40927,1.38763,21.64,0.00,Reverse
H1,Long,USD/JPY,1206223,1,2008-12-31 09:00,2008-12-31 14:00,90.3330,90.7570,3.11,0.00,Reverse
H1,Long,SPX500,1205321,1,2008-12-31 00:00,2008-12-31 14:00,889.70,901.87,10.60,0.00,Reverse
H1,Long,EUR/USD,1206725,1,2008-12-31 14:00,2008-12-31 19:00,1.38763,1.39365,6.02,0.00,Reverse
H1,Short,SPX500,1206727,1,2008-12-31 14:00,2009-01-02 08:00,901.87,902.39,-0.45,0.00,Reverse
H1,Short,USD/JPY,1206726,1,2008-12-31 14:00,2009-01-02 10:00,90.7570,91.2180,-3.38,0.00,Reverse
H1,Long,SPX500,1207629,1,2009-01-02 08:00,2009-01-02 13:00,902.39,919.21,14.65,0.00,Reverse
H1,Short,EUR/USD,1207228,1,2008-12-31 19:00,2009-01-02 19:00,1.39365,1.38578,7.87,0.00,Reverse
H1,Long,USD/JPY,1207830,1,2009-01-02 10:00,2009-01-05 00:00,91.2180,92.0830,6.34,0.00,Reverse
H1,Short,SPX500,1208131,1,2009-01-02 13:00,2009-01-05 00:00,919.21,930.00,-9.40,0.00,Reverse
H1,Short,USD/JPY,1208933,1,2009-01-05 00:00,2009-01-05 07:00,92.0830,91.9350,1.08,0.00,Reverse
H1,Long,USD/JPY,1209635,1,2009-01-05 07:00,2009-01-05 11:00,91.9350,93.1920,9.21,0.00,Reverse
H1,Long,SPX500,1208934,1,2009-01-05 00:00,2009-01-05 13:00,930.00,929.44,-0.49,0.00,Reverse
H1,Short,USD/JPY,1210036,1,2009-01-05 11:00,2009-01-05 17:00,93.1920,93.2150,-0.17,0.00,Reverse
H1,Long,EUR/USD,1208732,1,2009-01-02 19:00,2009-01-05 20:00,1.38578,1.36020,-25.58,0.00,Reverse
H1,Long,USD/JPY,1210638,1,2009-01-05 17:00,2009-01-06 03:00,93.2150,93.1890,-0.19,0.00,Reverse
H1,Short,SPX500,1210237,1,2009-01-05 13:00,2009-01-06 08:00,929.44,926.91,2.20,0.00,Reverse
H1,Short,EUR/USD,1210939,1,2009-01-05 20:00,2009-01-06 10:00,1.36020,1.34325,16.95,0.00,Reverse
H1,Long,SPX500,1212141,1,2009-01-06 08:00,2009-01-06 10:00,926.91,941.86,13.02,0.00,Reverse
H1,Long,EUR/USD,1212342,1,2009-01-06 10:00,2009-01-06 19:00,1.34325,1.34668,3.43,0.00,Reverse
H1,Short,USD/JPY,1211640,1,2009-01-06 03:00,2009-01-06 19:00,93.1890,93.8680,-4.97,0.00,Reverse
H1,Short,SPX500,1212343,1,2009-01-06 10:00,2009-01-06 20:00,941.86,933.83,6.99,0.00,Reverse
H4,Long,EUR/USD,1203214,1,2008-12-30 03:00,2009-01-06 23:00,1.40987,1.34994,-59.93,0.00,Reverse
H4,Short,USD/JPY,1204017,1,2008-12-30 11:00,2009-01-07 03:00,90.1020,93.8980,-27.81,0.00,Reverse
H1,Short,EUR/USD,1213244,1,2009-01-06 19:00,2009-01-07 04:00,1.34668,1.35355,-6.87,0.00,Reverse
H1,Long,USD/JPY,1213245,1,2009-01-06 19:00,2009-01-07 05:00,93.8680,93.7930,-0.55,0.00,Reverse
H1,Short,USD/JPY,1214250,1,2009-01-07 05:00,2009-01-07 12:00,93.7930,93.1990,4.35,0.00,Reverse
H1,Long,EUR/USD,1214149,1,2009-01-07 04:00,2009-01-07 13:00,1.35355,1.35962,6.07,0.00,Reverse
H1,Short,EUR/USD,1215052,1,2009-01-07 13:00,2009-01-07 20:00,1.35962,1.36145,-1.83,0.00,Reverse
H1,Long,USD/JPY,1214951,1,2009-01-07 12:00,2009-01-07 20:00,93.1990,92.7270,-3.46,0.00,Reverse
H1,Long,SPX500,1213346,1,2009-01-06 20:00,2009-01-07 23:00,933.83,906.17,-24.09,0.00,Reverse
D1,Long,SPX500,1188071,1,2008-12-18 03:00,2009-01-08 07:00,903.26,906.17,2.53,0.00,Reverse
H1,Long,EUR/USD,1215753,1,2009-01-07 20:00,2009-01-08 08:00,1.36145,1.35820,-3.25,0.00,Reverse
H1,Short,USD/JPY,1215754,1,2009-01-07 20:00,2009-01-08 08:00,92.7270,91.7580,7.10,0.00,Reverse
H1,Long,USD/JPY,1216958,1,2009-01-08 08:00,2009-01-08 19:00,91.7580,91.2200,-3.94,0.00,Reverse
H1,Short,EUR/USD,1216957,1,2009-01-08 08:00,2009-01-09 01:00,1.35820,1.36655,-8.35,0.00,Reverse
H1,Short,USD/JPY,1218059,1,2009-01-08 19:00,2009-01-09 08:00,91.2200,91.1550,0.48,0.00,Reverse
H4,Short,EUR/USD,1213647,1,2009-01-06 23:00,2009-01-09 11:00,1.34994,1.37163,-21.69,0.00,Reverse
H1,Long,EUR/USD,1218660,1,2009-01-09 01:00,2009-01-09 13:00,1.36655,1.36903,2.48,0.00,Reverse
H1,Short,EUR/USD,1219863,1,2009-01-09 13:00,2009-01-09 16:00,1.36903,1.35095,18.08,0.00,Reverse
H1,Long,EUR/USD,1220164,1,2009-01-09 16:00,2009-01-12 03:00,1.35095,1.34243,-8.52,0.00,Reverse
H1,Long,USD/JPY,1219361,1,2009-01-09 08:00,2009-01-12 04:00,91.1550,90.0740,-7.92,0.00,Reverse
H1,Short,SPX500,1216055,1,2009-01-07 23:00,2009-01-12 15:00,906.17,868.25,33.03,0.00,Reverse
H1,Short,EUR/USD,1220965,1,2009-01-12 03:00,2009-01-12 17:00,1.34243,1.33474,7.69,0.00,Reverse
H1,Short,USD/JPY,1221066,1,2009-01-12 04:00,2009-01-12 17:00,90.0740,88.9400,8.31,0.00,Reverse
H4,Long,USD/JPY,1214048,1,2009-01-07 03:00,2009-01-12 18:00,93.8980,89.0890,-35.23,0.00,Reverse
H1,Long,SPX500,1222167,1,2009-01-12 15:00,2009-01-12 22:00,868.25,869.66,1.23,0.00,Reverse
H1,Long,USD/JPY,1222369,1,2009-01-12 17:00,2009-01-13 01:00,88.9400,89.4780,3.94,0.00,Reverse
H1,Short,USD/JPY,1223172,1,2009-01-13 01:00,2009-01-13 10:00,89.4780,88.9630,3.77,0.00,Reverse
D1,Short,SPX500,1216856,1,2009-01-08 07:00,2009-01-13 10:00,906.17,873.31,28.62,0.00,Reverse
H1,Short,SPX500,1222871,1,2009-01-12 22:00,2009-01-13 11:00,869.66,873.54,-3.38,0.00,Reverse
H1,Long,EUR/USD,1222368,1,2009-01-12 17:00,2009-01-13 13:00,1.33474,1.32830,-6.44,0.00,Reverse
H1,Long,SPX500,1224175,1,2009-01-13 11:00,2009-01-13 13:00,873.54,870.57,-2.59,0.00,Reverse
H1,Long,USD/JPY,1224073,1,2009-01-13 10:00,2009-01-13 15:00,88.9630,89.7790,5.98,0.00,Reverse
H1,Short,SPX500,1224377,1,2009-01-13 13:00,2009-01-13 15:00,870.57,869.24,1.16,0.00,Reverse
H1,Short,USD/JPY,1224578,1,2009-01-13 15:00,2009-01-13 21:00,89.7790,89.1360,4.71,0.00,Reverse
H1,Long,USD/JPY,1225180,1,2009-01-13 21:00,2009-01-14 03:00,89.1360,89.4910,2.60,0.00,Reverse
H4,Long,EUR/USD,1219662,1,2009-01-09 11:00,2009-01-14 06:00,1.37163,1.32825,-43.38,0.00,Reverse
D1,Short,USD/JPY,1200005,1,2008-12-26 16:00,2009-01-14 10:00,90.6750,89.3620,9.62,0.00,Reverse
H1,Short,EUR/USD,1224376,1,2009-01-13 13:00,2009-01-14 11:00,1.32830,1.32512,3.18,0.00,Reverse
H1,Short,USD/JPY,1225781,1,2009-01-14 03:00,2009-01-14 11:00,89.4910,89.5470,-0.41,0.00,Reverse
H1,Long,USD/JPY,1226585,1,2009-01-14 11:00,2009-01-14 20:00,89.5470,89.1450,-2.94,0.00,Reverse
H1,Long,SPX500,1224579,1,2009-01-13 15:00,2009-01-14 21:00,869.24,842.27,-23.49,0.00,Reverse
H1,Long,EUR/USD,1226584,1,2009-01-14 11:00,2009-01-14 22:00,1.32512,1.31926,-5.86,0.00,Reverse
H4,Short,SPX500,1195693,1,2008-12-23 10:00,2009-01-15 02:00,877.69,842.27,30.85,0.00,Reverse
H1,Short,USD/JPY,1227486,1,2009-01-14 20:00,2009-01-15 07:00,89.1450,89.1290,0.12,0.00,Reverse
H1,Short,EUR/USD,1227688,1,2009-01-14 22:00,2009-01-15 10:00,1.31926,1.31519,4.07,0.00,Reverse
H1,Short,SPX500,1227587,1,2009-01-14 21:00,2009-01-15 13:00,842.27,820.04,19.36,0.00,Reverse
H1,Long,USD/JPY,1228590,1,2009-01-15 07:00,2009-01-15 15:00,89.1290,89.2440,0.84,0.00,Reverse
H1,Long,SPX500,1229192,1,2009-01-15 13:00,2009-01-15 17:00,820.04,843.08,20.07,0.00,Reverse
H1,Long,EUR/USD,1228891,1,2009-01-15 10:00,2009-01-15 23:00,1.31519,1.31369,-1.50,0.00,Reverse
H1,Short,SPX500,1229594,1,2009-01-15 17:00,2009-01-16 01:00,843.08,843.08,0.00,0.00,Reverse
H4,Long,SPX500,1228089,1,2009-01-15 02:00,2009-01-16 02:00,842.27,843.08,0.71,0.00,Reverse
H1,Short,USD/JPY,1229393,1,2009-01-15 15:00,2009-01-16 04:00,89.2440,90.2560,-7.41,0.00,Reverse
H1,Long,SPX500,1230396,1,2009-01-16 01:00,2009-01-16 12:00,843.08,839.32,-3.27,0.00,Reverse
H1,Short,EUR/USD,1230195,1,2009-01-15 23:00,2009-01-16 14:00,1.31369,1.33150,-17.81,0.00,Reverse
H1,Short,SPX500,1231499,1,2009-01-16 12:00,2009-01-16 14:00,839.32,842.53,-2.80,0.00,Reverse
H1,Long,SPX500,1231601,1,2009-01-16 14:00,2009-01-16 18:00,842.53,848.81,5.47,0.00,Reverse
H1,Short,SPX500,1232002,1,2009-01-16 18:00,2009-01-19 05:00,848.81,848.81,0.00,0.00,Reverse
H1,Long,EUR/USD,1231600,1,2009-01-16 14:00,2009-01-19 20:00,1.33150,1.31222,-19.28,0.00,Reverse
H1,Long,USD/JPY,1230698,1,2009-01-16 04:00,2009-01-19 20:00,90.2560,90.6810,3.11,0.00,Reverse
H1,Long,SPX500,1232803,1,2009-01-19 05:00,2009-01-19 22:00,848.81,848.81,0.00,0.00,Reverse
H4,Short,EUR/USD,1226082,1,2009-01-14 06:00,2009-01-20 01:00,1.32825,1.30072,27.53,0.00,Reverse
H1,Short,USD/JPY,1234305,1,2009-01-19 20:00,2009-01-20 07:00,90.6810,90.4480,1.71,0.00,Reverse
H1,Long,USD/JPY,1235408,1,2009-01-20 07:00,2009-01-20 09:00,90.4480,90.7960,2.55,0.00,Reverse
H4,Short,SPX500,1230497,1,2009-01-16 02:00,2009-01-20 13:00,843.08,823.74,16.85,0.00,Reverse
H1,Short,USD/JPY,1235609,1,2009-01-20 09:00,2009-01-20 15:00,90.7960,90.1710,4.58,0.00,Reverse
H1,Long,USD/JPY,1236211,1,2009-01-20 15:00,2009-01-21 03:00,90.1710,90.0520,-0.87,0.00,Reverse
H1,Short,USD/JPY,1237412,1,2009-01-21 03:00,2009-01-21 16:00,90.0520,87.6580,17.54,0.00,Reverse
H1,Long,USD/JPY,1238713,1,2009-01-21 16:00,2009-01-21 23:00,87.6580,89.3880,12.67,0.00,Reverse
H4,Long,SPX500,1236010,1,2009-01-20 13:00,2009-01-22 01:00,823.74,839.36,13.61,0.00,Reverse
H4,Long,EUR/USD,1234807,1,2009-01-20 01:00,2009-01-22 05:00,1.30072,1.30386,3.14,0.00,Reverse
H1,Short,EUR/USD,1234304,1,2009-01-19 20:00,2009-01-22 08:00,1.31222,1.30024,11.98,0.00,Reverse
H1,Short,USD/JPY,1239414,1,2009-01-21 23:00,2009-01-22 11:00,89.3880,88.9970,2.86,0.00,Reverse
D1,Long,EUR/USD,1202411,1,2008-12-29 19:00,2009-01-22 13:00,1.40603,1.29793,-108.10,0.00,Reverse
H1,Long,USD/JPY,1240618,1,2009-01-22 11:00,2009-01-22 21:00,88.9970,88.7140,-2.07,0.00,Reverse
H1,Long,EUR/USD,1240317,1,2009-01-22 08:00,2009-01-22 23:00,1.30024,1.30185,1.61,0.00,Reverse
H1,Short,EUR/USD,1241821,1,2009-01-22 23:00,2009-01-23 07:00,1.30185,1.29398,7.87,0.00,Reverse
H1,Short,USD/JPY,1241620,1,2009-01-22 21:00,2009-01-23 07:00,88.7140,88.6360,0.57,0.00,Reverse
H1,Long,USD/JPY,1242623,1,2009-01-23 07:00,2009-01-23 15:00,88.6360,89.1190,3.54,0.00,Reverse
H1,Long,EUR/USD,1242622,1,2009-01-23 07:00,2009-01-23 17:00,1.29398,1.28485,-9.13,0.00,Reverse
H4,Short,EUR/USD,1240016,1,2009-01-22 05:00,2009-01-26 00:00,1.30386,1.28966,14.20,0.00,Reverse
H1,Short,USD/JPY,1243424,1,2009-01-23 15:00,2009-01-26 01:00,89.1190,88.9050,1.57,0.00,Reverse
H1,Short,SPX500,1234506,1,2009-01-19 22:00,2009-01-26 01:00,848.81,831.03,15.49,0.00,Reverse
H1,Long,USD/JPY,1244127,1,2009-01-26 01:00,2009-01-26 06:00,88.9050,88.9710,0.48,0.00,Reverse
H1,Short,USD/JPY,1244629,1,2009-01-26 06:00,2009-01-26 08:00,88.9710,88.6130,2.62,0.00,Reverse
H1,Short,EUR/USD,1243625,1,2009-01-23 17:00,2009-01-26 10:00,1.28485,1.29452,-9.67,0.00,Reverse
H1,Long,SPX500,1244128,1,2009-01-26 01:00,2009-01-26 12:00,831.03,844.15,11.43,0.00,Reverse
H1,Long,USD/JPY,1244830,1,2009-01-26 08:00,2009-01-26 13:00,88.6130,89.2410,4.60,0.00,Reverse
H1,Long,EUR/USD,1245031,1,2009-01-26 10:00,2009-01-26 16:00,1.29452,1.31320,18.68,0.00,Reverse
H4,Long,EUR/USD,1244026,1,2009-01-26 00:00,2009-01-26 16:00,1.28966,1.31320,23.54,0.00,Reverse
H1,Short,SPX500,1245232,1,2009-01-26 12:00,2009-01-26 17:00,844.15,835.69,7.37,0.00,Reverse
H1,Short,USD/JPY,1245333,1,2009-01-26 13:00,2009-01-26 19:00,89.2410,89.0190,1.63,0.00,Reverse
H1,Long,USD/JPY,1245937,1,2009-01-26 19:00,2009-01-27 01:00,89.0190,89.3080,2.12,0.00,Reverse
H1,Long,SPX500,1245736,1,2009-01-26 17:00,2009-01-27 02:00,835.69,835.69,0.00,0.00,Reverse
H4,Short,SPX500,1239615,1,2009-01-22 01:00,2009-01-27 04:00,839.36,835.69,3.20,0.00,Reverse
H1,Short,USD/JPY,1246538,1,2009-01-27 01:00,2009-01-27 10:00,89.3080,89.4630,-1.14,0.00,Reverse
H1,Long,USD/JPY,1247441,1,2009-01-27 10:00,2009-01-27 19:00,89.4630,88.6380,-6.04,0.00,Reverse
H1,Short,SPX500,1246639,1,2009-01-27 02:00,2009-01-27 21:00,835.69,845.14,-8.23,0.00,Reverse
H4,Short,EUR/USD,1245635,1,2009-01-26 16:00,2009-01-28 00:00,1.31320,1.32153,-8.33,0.00,Reverse
H1,Short,USD/JPY,1248342,1,2009-01-27 19:00,2009-01-28 06:00,88.6380,89.2260,-4.31,0.00,Reverse
H1,Long,SPX500,1248543,1,2009-01-27 21:00,2009-01-28 11:00,845.14,865.72,17.93,0.00,Reverse
H1,Long,USD/JPY,1249445,1,2009-01-28 06:00,2009-01-28 16:00,89.2260,89.7100,3.55,0.00,Reverse
H4,Long,SPX500,1246840,1,2009-01-27 04:00,2009-01-28 16:00,835.69,872.73,32.26,0.00,Reverse
D1,Long,SPX500,1224074,1,2009-01-13 10:00,2009-01-28 16:00,873.31,872.73,-0.51,0.00,Reverse
H1,Short,EUR/USD,1245634,1,2009-01-26 16:00,2009-01-28 18:00,1.31320,1.32695,-13.75,0.00,Reverse
H1,Short,SPX500,1249946,1,2009-01-28 11:00,2009-01-28 21:00,865.72,872.99,-6.33,0.00,Reverse
H1,Short,USD/JPY,1250447,1,2009-01-28 16:00,2009-01-29 05:00,89.7100,89.7140,-0.03,0.00,Reverse
H1,Long,EUR/USD,1250650,1,2009-01-28 18:00,2009-01-29 09:00,1.32695,1.30661,-20.34,0.00,Reverse
H4,Short,SPX500,1250448,1,2009-01-28 16:00,2009-01-29 16:00,872.73,844.86,24.27,0.00,Reverse
H4,Short,USD/JPY,1222470,1,2009-01-12 18:00,2009-01-29 20:00,89.0890,89.8190,-5.35,0.00,Reverse
H1,Short,EUR/USD,1252153,1,2009-01-29 09:00,2009-01-29 21:00,1.30661,1.29629,10.32,0.00,Reverse
H1,Long,USD/JPY,1251752,1,2009-01-29 05:00,2009-01-29 21:00,89.7140,89.8940,1.32,0.00,Reverse
H1,Long,SPX500,1250951,1,2009-01-28 21:00,2009-01-29 21:00,872.99,844.62,-24.71,0.00,Reverse
H1,Long,EUR/USD,1253356,1,2009-01-29 21:00,2009-01-30 06:00,1.29629,1.28939,-6.90,0.00,Reverse
H1,Short,SPX500,1253358,1,2009-01-29 21:00,2009-01-30 13:00,844.62,837.16,6.50,0.00,Reverse
H1,Short,EUR/USD,1254259,1,2009-01-30 06:00,2009-02-01 23:00,1.28939,1.27527,14.12,0.00,Reverse
H1,Short,USD/JPY,1253357,1,2009-01-29 21:00,2009-02-02 01:00,89.8940,89.7480,1.07,0.00,Reverse
H4,Long,EUR/USD,1248844,1,2009-01-28 00:00,2009-02-02 03:00,1.32153,1.27228,-49.25,0.00,Reverse
H4,Long,SPX500,1252854,1,2009-01-29 16:00,2009-02-02 03:00,844.86,825.26,-17.07,0.00,Reverse
H1,Long,SPX500,1254960,1,2009-01-30 13:00,2009-02-02 05:00,837.16,825.26,-10.36,0.00,Reverse
H1,Long,EUR/USD,1255661,1,2009-02-01 23:00,2009-02-02 09:00,1.27527,1.27612,0.85,0.00,Reverse
H1,Long,USD/JPY,1255862,1,2009-02-02 01:00,2009-02-02 16:00,89.7480,89.8560,0.79,0.00,Reverse
D1,Long,USD/JPY,1226483,1,2009-01-14 10:00,2009-02-02 19:00,89.3620,89.5590,1.44,0.00,Reverse
H1,Short,EUR/USD,1256666,1,2009-02-02 09:00,2009-02-03 00:00,1.27612,1.28140,-5.28,0.00,Reverse
H1,Short,SPX500,1256265,1,2009-02-02 05:00,2009-02-03 01:00,825.26,824.74,0.45,0.00,Reverse
H1,Short,USD/JPY,1257367,1,2009-02-02 16:00,2009-02-03 02:00,89.8560,89.4080,3.28,0.00,Reverse
H1,Long,USD/JPY,1258371,1,2009-02-03 02:00,2009-02-03 05:00,89.4080,89.6300,1.63,0.00,Reverse
H1,Short,USD/JPY,1258672,1,2009-02-03 05:00,2009-02-03 07:00,89.6300,89.5250,0.77,0.00,Reverse
H4,Long,USD/JPY,1253255,1,2009-01-29 20:00,2009-02-03 11:00,89.8190,89.5140,-2.23,0.00,Reverse
H1,Long,SPX500,1258270,1,2009-02-03 01:00,2009-02-03 16:00,824.74,837.59,11.19,0.00,Reverse
H1,Long,EUR/USD,1258169,1,2009-02-03 00:00,2009-02-03 17:00,1.28140,1.30088,19.48,0.00,Reverse
H1,Long,USD/JPY,1258873,1,2009-02-03 07:00,2009-02-03 21:00,89.5250,89.2310,-2.15,0.00,Reverse
H1,Short,SPX500,1259775,1,2009-02-03 16:00,2009-02-04 00:00,837.59,837.44,0.13,0.00,Reverse
H1,Short,EUR/USD,1259876,1,2009-02-03 17:00,2009-02-04 03:00,1.30088,1.30144,-0.56,0.00,Reverse
H1,Short,USD/JPY,1260277,1,2009-02-03 21:00,2009-02-04 08:00,89.2310,88.8830,2.55,0.00,Reverse
H1,Long,SPX500,1260578,1,2009-02-04 00:00,2009-02-04 12:00,837.44,845.13,6.70,0.00,Reverse
H1,Short,SPX500,1261781,1,2009-02-04 12:00,2009-02-04 16:00,845.13,832.06,11.38,0.00,Reverse
H1,Long,USD/JPY,1261380,1,2009-02-04 08:00,2009-02-04 17:00,88.8830,89.5430,4.83,0.00,Reverse
H1,Long,EUR/USD,1260879,1,2009-02-04 03:00,2009-02-04 19:00,1.30144,1.28476,-16.68,0.00,Reverse
H4,Short,SPX500,1256064,1,2009-02-02 03:00,2009-02-04 19:00,825.26,831.64,-5.56,0.00,Reverse
H1,Short,USD/JPY,1262283,1,2009-02-04 17:00,2009-02-05 00:00,89.5430,89.4570,0.63,0.00,Reverse
H1,Long,SPX500,1262182,1,2009-02-04 16:00,2009-02-05 01:00,832.06,831.64,-0.37,0.00,Reverse
H4,Short,EUR/USD,1256063,1,2009-02-02 03:00,2009-02-05 03:00,1.27228,1.28238,-10.10,0.00,Reverse
H1,Long,USD/JPY,1262986,1,2009-02-05 00:00,2009-02-05 08:00,89.4570,89.4790,0.16,0.00,Reverse
H1,Short,EUR/USD,1262484,1,2009-02-04 19:00,2009-02-05 16:00,1.28476,1.28391,0.85,0.00,Reverse
H1,Short,USD/JPY,1263789,1,2009-02-05 08:00,2009-02-05 16:00,89.4790,90.2530,-5.67,0.00,Reverse
H1,Long,USD/JPY,1264591,1,2009-02-05 16:00,2009-02-05 17:00,90.2530,91.0240,5.65,0.00,Reverse
H1,Short,SPX500,1263087,1,2009-02-05 01:00,2009-02-05 21:00,831.64,845.02,-11.65,0.00,Reverse
H1,Short,USD/JPY,1264692,1,2009-02-05 17:00,2009-02-06 00:00,91.0240,91.1850,-1.18,0.00,Reverse
H1,Long,EUR/USD,1264590,1,2009-02-05 16:00,2009-02-06 11:00,1.28391,1.27925,-4.66,0.00,Reverse
H1,Long,USD/JPY,1265394,1,2009-02-06 00:00,2009-02-06 11:00,91.1850,91.1120,-0.53,0.00,Reverse
H4,Long,SPX500,1262485,1,2009-02-04 19:00,2009-02-06 11:00,831.64,859.20,24.00,0.00,Reverse
H1,Long,SPX500,1265093,1,2009-02-05 21:00,2009-02-06 12:00,845.02,863.08,15.73,0.00,Reverse
H1,Short,SPX500,1266598,1,2009-02-06 12:00,2009-02-09 00:00,863.08,867.46,-3.81,0.00,Reverse
H1,Short,USD/JPY,1266496,1,2009-02-06 11:00,2009-02-09 04:00,91.1120,91.4820,-2.71,0.00,Reverse
H4,Long,EUR/USD,1263288,1,2009-02-05 03:00,2009-02-09 06:00,1.28238,1.29273,10.35,0.00,Reverse
H1,Long,USD/JPY,1267800,1,2009-02-09 04:00,2009-02-09 13:00,91.4820,91.5900,0.79,0.00,Reverse
H4,Short,USD/JPY,1259274,1,2009-02-03 11:00,2009-02-09 14:00,89.5140,91.6430,-15.59,0.00,Reverse
H1,Long,SPX500,1267499,1,2009-02-09 00:00,2009-02-09 14:00,867.46,868.97,1.32,0.00,Reverse
H1,Short,EUR/USD,1266495,1,2009-02-06 11:00,2009-02-09 21:00,1.27925,1.30116,-21.91,0.00,Reverse
H1,Short,USD/JPY,1268702,1,2009-02-09 13:00,2009-02-10 00:00,91.5900,91.3340,1.88,0.00,Reverse
H4,Short,SPX500,1266497,1,2009-02-06 11:00,2009-02-10 06:00,859.20,869.22,-8.73,0.00,Reverse
H1,Long,EUR/USD,1269505,1,2009-02-09 21:00,2009-02-10 09:00,1.30116,1.29090,-10.26,0.00,Reverse
H4,Short,EUR/USD,1268001,1,2009-02-09 06:00,2009-02-10 14:00,1.29273,1.29563,-2.90,0.00,Reverse
H1,Long,USD/JPY,1269806,1,2009-02-10 00:00,2009-02-10 16:00,91.3340,91.1910,-1.05,0.00,Reverse
H1,Short,USD/JPY,1271410,1,2009-02-10 16:00,2009-02-10 18:00,91.1910,90.7420,3.29,0.00,Reverse
H1,Short,EUR/USD,1270708,1,2009-02-10 09:00,2009-02-10 21:00,1.29090,1.28835,2.55,0.00,Reverse
H1,Long,USD/JPY,1271611,1,2009-02-10 18:00,2009-02-11 02:00,90.7420,90.4620,-2.05,0.00,Reverse
H1,Long,EUR/USD,1271912,1,2009-02-10 21:00,2009-02-11 08:00,1.28835,1.29301,4.66,0.00,Reverse
H1,Short,EUR/USD,1273014,1,2009-02-11 08:00,2009-02-11 17:00,1.29301,1.28924,3.77,0.00,Reverse
H1,Short,SPX500,1268804,1,2009-02-09 14:00,2009-02-11 18:00,868.97,833.18,31.17,0.00,Reverse
H1,Short,USD/JPY,1272413,1,2009-02-11 02:00,2009-02-12 01:00,90.4620,90.2500,1.55,0.00,Reverse
H1,Long,EUR/USD,1273915,1,2009-02-11 17:00,2009-02-12 02:00,1.28924,1.29150,2.26,0.00,Reverse
H4,Long,SPX500,1270407,1,2009-02-10 06:00,2009-02-12 10:00,869.22,813.64,-48.41,0.00,Reverse
H1,Short,EUR/USD,1274818,1,2009-02-12 02:00,2009-02-12 11:00,1.29150,1.28238,9.12,0.00,Reverse
H1,Long,USD/JPY,1274717,1,2009-02-12 01:00,2009-02-12 15:00,90.2500,90.3490,0.73,0.00,Reverse
H4,Long,USD/JPY,1268803,1,2009-02-09 14:00,2009-02-12 18:00,91.6430,90.6380,-7.36,0.00,Reverse
H1,Long,EUR/USD,1275720,1,2009-02-12 11:00,2009-02-12 19:00,1.28238,1.28335,0.97,0.00,Reverse
H1,Short,USD/JPY,1276121,1,2009-02-12 15:00,2009-02-13 03:00,90.3490,91.1440,-5.82,0.00,Reverse
H1,Short,EUR/USD,1276523,1,2009-02-12 19:00,2009-02-13 06:00,1.28335,1.29255,-9.20,0.00,Reverse
H4,Long,EUR/USD,1271209,1,2009-02-10 14:00,2009-02-13 10:00,1.29563,1.28959,-6.04,0.00,Reverse
H1,Long,EUR/USD,1277625,1,2009-02-13 06:00,2009-02-13 19:00,1.29255,1.29041,-2.14,0.00,Reverse
H1,Short,EUR/USD,1278927,1,2009-02-13 19:00,2009-02-16 03:00,1.29041,1.27722,13.19,0.00,Reverse
H1,Long,SPX500,1274016,1,2009-02-11 18:00,2009-02-16 06:00,833.18,825.98,-6.27,0.00,Reverse
H1,Long,EUR/USD,1279428,1,2009-02-16 03:00,2009-02-16 07:00,1.27722,1.27471,-2.51,0.00,Reverse
H1,Long,USD/JPY,1277324,1,2009-02-13 03:00,2009-02-16 10:00,91.1440,91.7610,4.52,0.00,Reverse
H4,Short,EUR/USD,1278026,1,2009-02-13 10:00,2009-02-16 13:00,1.28959,1.27713,12.46,0.00,Reverse
H1,Short,EUR/USD,1279830,1,2009-02-16 07:00,2009-02-16 22:00,1.27471,1.28047,-5.76,0.00,Reverse
D1,Short,SPX500,1250449,1,2009-01-28 16:00,2009-02-17 01:00,872.73,825.98,40.72,0.00,Reverse
H1,Short,USD/JPY,1280131,1,2009-02-16 10:00,2009-02-17 11:00,91.7610,91.6860,0.55,0.00,Reverse
H1,Long,EUR/USD,1281333,1,2009-02-16 22:00,2009-02-17 13:00,1.28047,1.26274,-17.73,0.00,Reverse
